activity_text,top_sdg,top_score,source_file
"2.2 Develop a risk-reducing sourcing strategy Council reviews the supplier responses to the Modern Slavery Questionnaire for procurements above $100,000",10,0.6167126634120942,NSW_Unknown__2024_alignment
"Foster and support the sourcing of local skilled and unskilled labour by public and private sector employers Collaborate with relevant stakeholders to support our community to source local skilled and unskilled labour Collaborate with the members of the regional economic development forum on key issues in sourcing workers Lobby the Federal Government for skilled immigration Support education and training providers to deliver programs for skilled and unskilled labour Ensure the long-term viability and growth of our regional livestock exchange Efficient commercial management of Central West Livestock Exchange Implement the Central West Livestock Exchange Operational Plant to budget Investigate further opportunities for market growth for Central West Livestock Exchange including exploring electronic selling platforms Ensure that public and private sector entities and business work co-operatively to strengthen and expand the Shire’s economic base Engage and support mining companies and business supporting the mining industry to continue to prosper in the region Engage with Evolution and NorthParkes Mines on a regular basis Partner with local stakeholders to identify barriers to the growth of our Shire’s economic base Attend monthly business chamber executive meetings and support other relevant initiatives Develop an Economic Development Strategy and an Employment Zone Land Use strategy that investigates barriers to economic growth Promote the Shire as an ideal location for investment and the establishment of innovative, sustainable businesses and light industry Recognise Forbes’ strategic advantage for manufacturing industries Promote inter-industry collaboration by connecting mutually beneficial businesses Continue to promote the sale of industrial and commercial land Continue to implement targeted sales strategy for the sale of industrial and commercial land FORBES SHIRE COUNCIL 2023-24 ANNUAL STATUTORY REPORT LOCAL ECONOMY Community Strategic Plan (2018",8,0.8910051864385605,NSW_Unknown__2024_alignment
"2024) Objective Review Council’s Asset Disposal procedures to identify efficiencies and ensure maximum return on investment for all Council assets Ensure Council remains up to date with industry best practice for the transition to electric technology Create a ‘Transition to electric fleet’ business paper for review Maintain Council’s fleet expansion program Identify and adopt strategies to attract, retain and support highly skilled and qualified staff in public agencies within the Shire Attract talent to Council and create opportunities to move to Forbes",7,0.9310503286123276,NSW_Unknown__2024_alignment
Council plans to invest in the installation of a lift in Town Hall to ensure zero barriers to employment across the entire Council operation,8,0.8800418001413346,NSW_Unknown__2024_alignment
"Focus group This provided an opportunity to synthesise the results of the survey consultation with the needs, opinions and ideas of the group participants The diversity of opinions has provided an opportunity to generate strategies/actions which build the action planning within the DIAP document",17,1.0,NSW_Unknown__2024_alignment
"All events are evaluated for how they included accessibility and inclusion, sensory and quiet area at events, use of Aruma for gifts etc. 4.1.3",11,0.711430439889431,NSW_Unknown__2024_alignment
"Create opportunities for warehousing, freight and distribution to Eastern Seaboard ports/airports Lobby State and Federal Government for improved freight corridors and utilise the Central West Industrial Park as a regional base where possible Develop initiatives to attract and retain local health and education services and professionals Develop options for the support of visiting students and professionals Undertake Business Case and Management Strategy for the Jemalong Regional Education Centre Operational Plan Identify and plan for the long term needs of communities within the Shire in the provision of major indoor and outdoor sporting, recreational infrastructure such as swimming pools and multi-purpose facilities Ensure the Forbes Olympic Pool is accessible for the whole community Carry out routine and programmed maintenance for Forbes Olympic Pool, including ensuring disability hoist is maintained and available for use at all times Learn to Swim lessons are available at the pool for the community with attendance maintained at acceptable levels Develop and implement a Sports and Recreation Management Plan Ensure an equitable and progressive approach to the provision of telecommunications services and infrastructure across the Shire Facilitate access to new communication networks in Australia’s digital economy Engage with relevant stakeholders and Government to lobby for new communication networks and NBN FORBES SHIRE COUNCIL 2023-24 ANNUAL STATUTORY REPORT INFRASTRUCTURE AND SERVICES Community Strategic Plan (2018",17,1.0,NSW_Unknown__2024_alignment
"Operational review of landfills to extend life Manage the waste minimisation and re-use framework Actively participate in NetWaste initiatives Maximise the diversion of waste from landfill through education, kerbside recycling, recycling services at FRWD, implementation of the CRC and supporting major businesses in identifying recycling opportunities",12,0.9945021116733552,NSW_Unknown__2024_alignment
"Council has funded an audit of the following facilities and areas and completed in October 2023, to inform the revision of the DIAP, with this plan to be completed by end Dec 2023",11,0.8169365673065186,NSW_Unknown__2024_alignment
"A list of available information is provided in the Yarriambiack Shire Council Part II Statement, published in accordance with the Freedom of Information Act 1982 and the Yarriambiack Shire Council Governance Rules",11,0.4162150514423847,VIC_Unknown_Rural_2024_alignment
"We successfully delivered four out of seven affordable homes, allowing our elderly residents to downsize and stay connected within our community The final three units will be delivered in the 24/25 financial year",11,0.7046677346229553,VIC_Unknown_Rural_2024_alignment
"improve our waste recycling, look at opportunities for hard waste collection” MAINTAINING COMPLIANCE: This goal is an ongoing one, Council will continue to work within its powers to ensure all areas meet regulations and compliance in Disability Discrimination Act (DDA) and information to ensure accessible services and buildings enable all Shire residents have the same life experiences regardless of ability or gender and ethnicity.",11,1.0,VIC_Unknown_Rural_2024_alignment
"We adopted our Tourism Strategy in December 2023, after consultation with our Yarriambiack Tourism Advisory Committee of Council, and the broader community",12,0.5990663114190102,VIC_Unknown_Rural_2024_alignment
Council updated its Family Violence Management Policy in May 2023 and has attended a number of meetings with stakeholders to ensure Council’s commitment in addressing the prevention of violence against women,5,0.9984708302021028,VIC_Unknown_Rural_2024_alignment
Tammy Smith Cr Kylie Zanker Chief Executive Officer Mayor The following information is provided in accordance with legislative and other requirements applying to Council,11,0.7536897334456444,VIC_Unknown_Rural_2024_alignment
"Sarah completed the LGPro Emerging Leaders Program in 2023 The Manager Community Strengthening & Engagement role is responsible for the management of Councils community and stakeholder engagement, community and economic development, events, tourism, arts and culture, customer service, and community libraries to deliver the best possible outcomes for community",5,0.9151780805587768,VIC_Unknown_Rural_2024_alignment
"Implemented a new Customer Request Management System, which has seen an increase in positive and proactive engagement with the community.",9,0.6838215077519417,VIC_Unknown_Rural_2024_alignment
"We also completed 1,296km of road maintenance in the financial year It has been a year of finishing what we started, and we look forward to the completion and opening of the Warracknabeal 3 Year Old Building and surrounds, the Warracknabeal Caravan Park amenities block, the Dunmunkle Community Library Precinct and the commencement of construction of the Murtoa Netball Tennis Courts and the Hopetoun Swimming Pool",17,0.7925597826639812,VIC_Unknown_Rural_2024_alignment
"Concurrently, we will evaluate which services are fundamental to our operations and should be delivered by us, and which could be handled by other providers The Annual Grants Program supports projects and activities to assist in building healthy, vibrant and sustainable communities across Yarriambiack Shire Council",11,0.6110563375949859,VIC_Unknown_Rural_2024_alignment
"Hopetoun and District Neighbourhood House Audit and Risk Committee Council established an Audit and Risk Committee in accordance with Section 53 of the Local Government Act 2020 and adopted the first Audit and Risk Committee Charter, to comply with the new Act on 28 August 2020",11,0.8300341892242432,VIC_Unknown_Rural_2024_alignment
X Budget adopted in accordance with section 94 of the Act Annual Budget Plan under section 94 of the Act setting out the services to be provided and initiatives to be undertaken during the budget year and the funding and other resources required,17,0.8367454012235006,VIC_Unknown_Rural_2024_alignment
"Community Health Project Murtoa Stick Shed: Rebecca Botheras, the Council’s Sport and Recreation Coordinator, successfully completed the Murtoa Stick shed Visitor Experience Project at the end of 2023",3,0.8630127280950546,VIC_Unknown_Rural_2024_alignment
X X X Internal Audit Council’s internal audit function provides independent and objective assurance that the appropriate processes and controls are in place across the Council,12,0.3902725023776293,VIC_Unknown_Rural_2024_alignment
X Governance Rules adopted in accordance with section 60 of the Act Meeting Procedures Governance Rules under section 60 of the Act governing the conduct of meetings of Council and delegated committees,16,0.7583247861266136,VIC_Unknown_Rural_2024_alignment
"X Reviewed in accordance with section 11(7) of the Act and a register kept in accordance with sections 11(8) and 47(7) of the Act Delegations Documents setting out the powers, duties and functions of Council and the Chief Executive Officer that have been delegated to members of staff, in accordance with sections 11 and 47 of the Act",11,0.5184723908007144,VIC_Unknown_Rural_2024_alignment
"Youth The Youth program is funded by FReeZA to deliver a diverse range of music, cultural and recreational events that is reflective of the interests of young people within the Yarriambiack Shire and to provide training and skill development activities that support young people to stage FreeZA events",8,0.8032195379336675,VIC_Unknown_Rural_2024_alignment
"Date of operation of current framework: X Established in accordance with section 53 of the Act Audit and Risk Committee Advisory committee of Council under section 53 and section 54 of the Local Government Act whose role is to monitor the compliance of Council policies and procedures, monitor Council’s financial reporting, monitor and provide advice on risk management, and provide oversight on internal and external audit functions",11,0.7590333914756775,VIC_Unknown_Rural_2024_alignment
A risk The external auditors attend the Audit and Risk Committee meetings to present the Audit Plan and Independent Audit Report The external audit management letter and responses are also provided to the Audit and Risk Committee,12,0.7800448073446751,VIC_Unknown_Rural_2024_alignment
"X Policy reviewed and adopted in accordance with section 108 of the Act Procurement Policy Policy under section 108 of the Act outlining the principles, processes and procedures that will apply to the purchase of goods and services by the Council",12,0.8389755327999592,VIC_Unknown_Rural_2024_alignment
MANAGER INFRASTRUCTURE & WORKS Joel was appointed as Manager Infrastructure & Works in August 2020 after holding the position of Manager Operations for the previous 2 years,9,0.8896242562731107,VIC_Unknown_Rural_2024_alignment
"Reviewing and if appropriate, recommending that Local Authorities in Minjilang, Warruwi, Gunbalanya and Maningrida Council approves financial statements (in conjunction Our Council with the auditor’s report)",11,0.6240525338351727,NT_Unknown_Rural_2023_alignment
"New signage has been designed to also facilitate this 5.5 Energy Develop a Renewable Energy Strategy Develop a Renewable Energy Strategy in consultation with local stakeholders that aligns with the ALGA, Northern Territory and Australian Federal Government renewable energy strategies and targets Consultations completed and Renewable Energy Strategy finalised TARGET NOT ACHIEVED: This strategy is of lower priority than Reduce Reuse and Recycle Strategy and leading edge procurement strategy 5.6 Policy Devise and implement a Sustainability and Climate Action Policy Research and develop WARC Environment and Sustainability Management Strategy and Policy Environment and Sustainability Management Strategy and Policy completed TARGET NOT ACHIEVED: This strategy is of lower priority than Reduce Reuse and Recycle Strategy and leading edge procurement strategy TARGET IN PROGRESS: This is in the research and development stage Commence developing a strategy to reduce environmental impact of Council's fleet, plant and machinery Progress of draft strategy to reduce environmental impact of Council's fleet, plant and machinery reviewed WEST ARNHEM REGIONAL COUNCIL PILLAR 6: Foundations of Governance Integrity is at the heart of everything we do",7,0.9884640318155288,NT_Unknown_Rural_2023_alignment
"Concessionary Leases For leases that have significantly below market terms and conditions principally to enable the Council to further its objectives (commonly known as peppercorn / concessionary leases), the Council has adopted the temporary relief under AASB 2019-8 and measures the right of use assets at cost on initial recognition",7,0.4457400180896124,NT_Unknown_Rural_2023_alignment
"▪ Evaluate the overall presentation, structure, and content of the financial report, including the disclosures, and whether the financial report represents the underlying transactions and events in a manner that achieves fair presentation",17,0.5380892256895702,NT_Unknown_Rural_2023_alignment
"Financial Performance The financial statements, except for the cash flow information, have been prepared on an accruals basis and are based on historical costs, modified, where applicable, by the measurement at fair value of selected non-current assets, financial assets and financial liabilities The amounts presented in the financial statements have been rounded to the nearest dollar",17,0.6463262935479482,NT_Unknown_Rural_2023_alignment
"Review the debtor and creditor lists, and ensure professional memberships, referees, and claims sufficient funds are available to pay forthcoming debts",17,0.6014508505662283,NT_Unknown_Rural_2023_alignment
"WEST ARNHEM REGIONAL COUNCIL Local Authority Projects o i g n e a R l Throughout the 2022-23 period, West Arnhem’s Local Authorities have supported and funded a number of major community and infrastructure projects: REGIONAL",11,0.85,NT_Unknown_Rural_2023_alignment
They also created and implemented an agreement for all current and new staff to sign to work with community safety in our communities,17,0.6991028289000194,NT_Unknown_Rural_2023_alignment
"Strongly funded by the Maningrida Local Authority Board, the New Year’s fireworks display provided an opportunity for residents to experience a fireworks show of this calibre",17,0.5402435859044393,NT_Unknown_Rural_2023_alignment
"In addition to this, the members were encouraged to provide feedback on the current organisational values of The community barbecues coincided with Local Authority ‘Respectful’, ‘Inclusive’, ‘Innovative’ and ‘Integrity’ and meetings to also allow residents to meet the Local Authority suggest alternative values which might drive organisational members in their community and learn how they can be culture and direction",17,0.7907068729400635,NT_Unknown_Rural_2023_alignment
"In a partnership with Charles Darwin University (CDU), the program is delivered face-to-face by trainers who visit each of our communities every three weeks to work with WARC employees who wish to improve their literacy levels",4,0.9986894726753236,NT_Unknown_Rural_2023_alignment
"¾ We maintain transparent communication with families, carers, and the community, and actively seek feedback for continuous improvement on our child safe approach",5,0.5344223921895027,TAS_Unknown__2024_alignment
"Our land and coastlines support a rich level of animal and plant biodiversity, as well as being highly valued by our community for the benefits of supporting recreation, health and wellbeing",15,0.9221177399158478,TAS_Unknown__2024_alignment
"Occasionally, there can be friction between the needs of our natural, productive and built environments As a commitment to addressing some of these conflicts and getting the balance between them right, Council developed its first Integrated Council Environmental Plan (iCEP) in 2020 The ten-year, evidence-based plan reflects current research and technical insight This year progress against iCEP included planning and early research for the development of a Vegetation Framework to inform Council operations",15,0.9905489087104796,TAS_Unknown__2024_alignment
We manage the interest rate exposure on our debt portfolio by appropriate budgeting strategies and obtaining approval for borrowings from the Department of Treasury and Finance each year,17,0.5924018720785778,TAS_Unknown__2024_alignment
"In the current year, Council has reviewed and assessed all the new accounting standards and interpretations that have been published, with future effective dates, and determined they are either not applicable to Council's activities or would have no material impact",12,0.4048163917288184,TAS_Unknown__2024_alignment
"Council promotes a high standard for the food prepared and sold within the area through the on-going inspection, licensing and registration of the relevant food businesses and mobile/temporary food stalls involved",2,0.9791034424304964,TAS_Unknown__2024_alignment
"Planning for community safety and resilience Working with our community The Port Creek Flood Mitigation project, which received $1 million in funding from the Department of Police, Fire, and Emergency Management, has been successfully completed, ensuring that we are better prepared for future flood events and can safeguard both our residents and vital infrastructure",17,0.7857956985632579,TAS_Unknown__2024_alignment
"Working together the group developed an Action Plan that not only ensures compliance with the new legislative requirements, but also provides clear guidance for continuous improvement",17,0.9622687101364136,TAS_Unknown__2024_alignment
"Actions Progress C/Fwd: Establish an enclosed dog exercise area in Wynyard Deliver year four actions of the Health and Wellbeing Plan Deliver year four actions of the Age-Friendly Communities Plan Deliver year four actions of the Youth Plan Implement Public Art projects in consultation with the Public Art Advisory Group Enhance and promote the online calendar Design and planning for the upgrade of the Warawyn Early Learning Centre C/Fwd: Implement actions arising from the Cemetery Strategy C/Fwd: Upgrade of Waratah Community Hub facility Implement the agreed actions arising from the Settlement Strategy C/Fwd: Construction of a public toilet at Yolla COMMUNITY, RECREATION AND WELLBEING Waratah-Wynyard Council is a healthy community with access to more recreational choices in safe and welcoming environments The community will enjoy programs and recreational spaces that are inclusive, thriving and energetic, and will have access to high quality facilities, service and equipment",4,0.8638914426167806,TAS_Unknown__2024_alignment
"KEY ACHIEVEMENTS with key stakeholders including Somerset Primary School, sporting clubs and current recreation space users, a DRAFT Master Plan was produced in May 2024 The Draft Plan was presented to the public for a further consultation period, with the final Master Plan being Planning for the future of Boat Harbour Beach With the planning and development approvals already in place for a new community facility incorporating Boat Harbour Beach Surf Lifesaving Club, a new cafe and public amenities, this year saw the engagement of architects and sub consultants to progress detailed design work It is anticipated construction work will commence on this project in November 2024",17,0.7923249403635662,TAS_Unknown__2024_alignment
"DANIEL SUMMERS EXECUTIVE Civic & Ceremonial MANAGEMENT Eleted Members TEAM Executive Management SHANE CRAWFORD Human Resource Management GENERAL MANAGER Workplace Health & Safety SHANE CRAWFORD GENERAL MANAGER MITCHELL SMITH SALLIE MOORE-WOOD TRACEY BRADLEY DANIEL SUMMERS DIRECTOR DIRECTOR DIRECTOR DIRECTOR Community & Governance and Information Systems Financial Services Infrastructure & Development Services Engagement (retired Nov 2023) Children’s Services Asset Management Accounting Information Technology Communications Buildings & Compliance Customer Service Information Management Community Activation Building & Plumbing Permits Financial Management Organisational Performance Emergency Management Rates Civil Works Risk & Insurance Events Economic Development Cleaning Strategy & Governance Tourism Development Environmental Health Wonders of Wynyard Infrastructure Operations Cemetery Management Land Use Planning Natural Resource Management Parks & Recreation Plant & Equipment Projects Regulations COUNCILLOR COMMITTEES AND WORKING GROUPS COUNCILLOR COMMITTEE / WORKING GROUP Mayor Mary Duniam Australia Day Committee Cradle Coast Authority Local Government Association of Tasmania TasWater Owner Representative Waratah-Wynyard Audit Panel Regional Development Australia-Tasmania Deputy Mayor Celisa Edwards Bush Watch Western District Committee Cradle Coast Authority Disability Inclusion Plan Reference Group Local Government Association of Tasmania (Proxy) Sustainability and Environment Advisory Panel Somerset Sporting Precinct Working Group TasWater Owner Representative (Proxy) Waratah-Wynyard Emergency Management Committee & SES Local Unit Liaison Cr Gary Bramich Australia Day Committee Wynyard Showgrounds Working Group Cr Andrea Courtney Australia Day Committee Community Grants Assessment Committee Sustainability and Environment Advisory Panel Cr Kevin Hyland Boat Harbour Beach Masterplan Working Group Waratah Community Board Wynyard Showgrounds Working Group Cr Michael Johnstone Fredrick Street Reserve Working Group Somerset Sporting Precinct Working Group Wynyard Sports Precinct Working Group Cr Leanne Raw Community Grants Assessment Committee Disability Inclusion Plan Reference Group Public Art Advisory Group Waratah-Wynyard Audit Panel Cr Dillon Roberts Boat Harbour Beach Masterplan Working Group Fredrick Street Reserve Working Group Public Art Advisory Group Wynyard Sports Precinct Working Group ANNUAL PLAN PERFORMANCE LEADERSHIP AND GOVERNANCE Waratah-Wynyard Council will deliver an openly transparent, inclusive, community-focussed governing body",16,0.8326486617326736,TAS_Unknown__2024_alignment
"We delivered a range of projects throughout the reporting period with a capital works spend of more than $10 million, some of the major projects being: A total of 3970 tonnes of kerbside garbage was collected, which is 193 tonnes less than the previous year demonstrating an increased awareness of the need to reduce waste to landfill.",12,0.9940218606591223,TAS_Unknown_Urban_2023_alignment
"Council has maintained a Training and Development Policy that commits Council to the development and support of a high performing, skilled and flexible workforce This policy aims to provide employees with opportunities through appropriate education, training and development to acquire additional skills that are relevant and of benefit to both the employee and the Council",8,0.9014015179872512,TAS_Unknown_Urban_2023_alignment
"A new contractor was engaged to manage the waste transfer stations at both Beaconsfield and Exeter, Council have worked closely with the contractor and the sites are functioning well",12,0.987597122490406,TAS_Unknown_Urban_2023_alignment
"David Gregory Manager Corporate To enhance its reputation as an organisation which takes its responsibilities seriously to the wider community, especially vulnerable young people, Council developed and implemented a Youth Service Policy and Guide to outline the fundamental approach to working with young people whilst in a West Tamar Council responsibility",8,0.5918500502904257,TAS_Unknown_Urban_2023_alignment
"Fair Value Measurement of Non-Financial Assets of Not-for-Profit Public Sector Entities This Standard modifies AASB 13 Fair Value Measurement for application by not-for-profit public sector entities such as Council It includes authoritative implementation guidance when fair valuing non-financial assets, not held primarily for their ability to generate cash inflows This includes guidance and clarification regarding the determination of an assets highest and best use, the development and use of internal assumptions for unobservable inputs and allows for greater use of internal judgements when applying the cost approach in the measurement and determination of fair values Although Council is yet to fully determine the impact of this standard, the changes will be evaluated in the future assessment of all property and infrastructure assets measured at fair value The Standard applies prospectively to annual periods beginning on or after 1 January 2024, with earlier application permitted",9,0.4958628322084745,TAS_Unknown_Urban_2023_alignment
"We have successfully delivered refurbishment of the Tourist Information Centre Warracknabeal, upgrade of the fire design at the Warracknabeal livestock exchange and investment in the development of an Economic Development Strategy, along with a separate Tourism Strategy",17,0.6952940424283346,VIC_Unknown_Rural_2023_alignment
All actions relating to the document are continually implemented through Council’s animal management team on a daily basis to ensure compliance with animal related issues within the Yarriambiack Shire Council,15,0.9151301980018616,VIC_Unknown_Rural_2023_alignment
"Council’s traineeships and work experience and work-placement programs provided opportunities for young people from across the municipality to experience working in a variety of Council departments It provided some with career opportunities and others, experience in local government and increased awareness of Council’s operations",11,0.6205593450665473,VIC_Unknown_Rural_2023_alignment
"In Progress Both operational and strategic risks are reviewed quarterly, and strategic risks are reported to Council and Audit and Risk Committee",12,0.4808772744983435,VIC_Unknown_Rural_2023_alignment
"Road Management Act Ministerial Direction In accordance with section 22 of the Road Management Act 2004, a council must publish a copy or summary of any Ministerial direction in its annual report",11,0.7725684605836868,VIC_Unknown_Rural_2023_alignment
NOTES TO THE FINANCIAL REPORT FOR THE YEAR ENDED 30 JUNE 2023 2.2 ANALYSIS OF COUNCIL RESULTS BY PROGRAM Council delivers its functions and activities through the following programs,11,0.5387445831298828,VIC_Unknown_Rural_2023_alignment
"Warracknabeal Yarriambiack Shire Council is responsible for approximately 100 services, from family and children’s services, traffic regulation, open space, youth facilities, waste management and community building; to matters concerning business development, planning for appropriate development and ensuring accountability for council’s budget This broad range of community services and infrastructure for residents, supports the wellbeing and prosperity of our community",11,1.0,VIC_Unknown_Rural_2023_alignment
"Recipient Project Funding General Store Warracknabeal General Store Warracknabeal SHARE Community Grants Program Each financial year, Council provides financial assistance to community groups and businesses to support the provision of events and services which respond to identified community need, contribute to the building of stronger communities and are in accordance with Council’s strategic outcomes The program provides funding through 4 different streams:",11,0.6326418855786324,VIC_Unknown_Rural_2023_alignment
Improve the functionality and accessibility of customer service to our community both online and in person and ensure it remains contemporary,9,0.7496092181205749,VIC_Unknown_Rural_2023_alignment
"Ordinary Council meetings and Finance Committee of Council meetings are held in alternating months This provides Council with 12 meetings per year to provide oversight, governance and guidance",11,0.4791446363031864,NT_Unknown_Rural_2024_alignment
"Evaluate the overall presentation, structure, and content of the financial report, including the disclosures, and whether the financial report represents the underlying transactions and events in a manner that achieves fair presentation",17,0.4986207187175751,NT_Unknown_Rural_2024_alignment
"Waste management Council provided a range of waste management services for residents, businesses and community-based organisations across 2023–24 These included regular waste collection services, kerbside garbage collection, litter patrol, regular hard waste removal, community and pre-cyclone clean-up days, waste management facilities management, planning and developing operational policy and strategy, and community education and engagement",12,0.9895847687125204,NT_Unknown_Rural_2024_alignment
"Employees provided positive feedback on improvements accessing the program The Council coordinated First Nations Mental Health Training in Wadeye, focusing on community support and awareness of mental health issues",3,1.0,NT_Unknown_Rural_2024_alignment
"West Daly Regional Council Cemetery management Sports Grounds Animal management Council maintains responsibility for managing and maintaining cemeteries within our region This is coordinated under the Burial and Cremation Act 2022 and Burial and Cremation Regulations 2022, with strong support from Local Authorities and Traditional Owners",15,0.7742059181133907,NT_Unknown_Rural_2024_alignment
"West Daly Regional Council Focus 3: Developing Council for community Destination 1: More jobs Journey Statement Statement The Council is collaborating with GTNT and Batchelor Institute on a civil staff apprenticeship program, which is now in its final stages",8,0.8459416967630387,NT_Unknown_Rural_2024_alignment
"Council Community Housing Officers deliver education to tenants around the living strong program, provide assistance with administrative support, and report repairs and maintenance requests to contractors",11,0.8,NT_Unknown_Rural_2024_alignment
"economic investigation and analysis of West Daly region Regional Development Australia (Northern Territory) provides comprehensive statistical data on the socio-economic status of the West Daly region, eliminating the need for the Council to independently undertake this task",11,0.6822397419810295,NT_Unknown_Rural_2024_alignment
2.2 Implement a new ERP/ Finance System New ERP system Xero was implemented and went live in April 2024 as part of Council’s transition to cloud-based systems,9,0.8584861527085305,NT_Unknown_Rural_2024_alignment
"Council promotes a high standard for the food prepared and sold within the area through the on-going inspection, licensing and registration of the relevant food businesses and mobile/temporary food stalls involved",2,0.9791034424304964,TAS_Unknown__2023_alignment
"Evaluate the overall presentation, structure and content of the financial report, including the disclosures, and whether the financial report represent the underlying transactions and events in a manner that achieves fair presentation",17,0.5062046150366466,TAS_Unknown__2023_alignment
"Actions Progress Implement year 4 actions of the Waste and Resource Recovery Strategy 2019/24 Coordinate a community forum relating to bioenergy Progress Sisters Beach estuary works in partnership with the Sisters Beach WildCare Group Progress Fossil Bluff Biodiversity plantings in partnership with the Wynyard Landcare Group Plan for Camp Creek biodiversity enhancements and riparian reserve restoration in partnership with the community Implement year 3 actions of the Integrated Council Environment Plan (iCEP) Review the operational delivery model for the Waste Transfer Station Undertake Inglis River walking track options study In collaboration with Tas Fire, understand current bushfire risks for settlement areas C/Fwd: 20/21 Tasmanian Planning Scheme implementation",17,0.9629730383555096,TAS_Unknown__2023_alignment
"Priorities and recommendations are built around these key roles including the provision of public infrastructure, encouraging economic development, provision of visitor servicing, local marketing and the support of local events",17,0.925299624602,TAS_Unknown__2023_alignment
"Reliable and up-to-date AMPs (that flow through into a reliable and up-to-date SAMP and FMS) provide the foundation Council needs to make informed resource allocation decisions that adequately balance cost, risk and level of service to their communities in a way that is sustainable over the long term",7,0.6356259253621102,TAS_Unknown__2023_alignment
"They will be actively engaged in developing Council facilities, services and programs, and will be encouraged to provide input to planning for community needs",11,0.85,TAS_Unknown__2023_alignment
"Council also completed upgrades to the Waratah Community Hub, commenced Stage One of the Waratah Waterfall Walk, installed Tasmanian Tiger themed public art, addressed tip and town tidiness and in conjunction with the Community Board created a Community Directory and New Residents Kit While the plan is truly community-led, Council’s role is to provide strategic leadership in community development by taking an active role in mobilising community assets, identifying gaps and facilitating solutions",11,0.7917552583217622,TAS_Unknown__2023_alignment
"including ensuring that service levels are maintained, local representation is maintained, and the financial status of the community is strengthened",17,0.8957650264104208,TAS_Unknown__2023_alignment
"In the current year, Council has reviewed and assessed all the new accounting standards and interpretations that have been published, with future effective dates, and determined they are either not applicable to Council's activities or would have no material impact",12,0.404816459454596,TAS_Unknown__2023_alignment
A continuous foreshore trail that connects a series of nodes and passive recreation activities The trail also frames key views and draw people to the foreshore The final and major stage of works (at The Esplanade) are planned to start in September with the work scheduled to be completed in early 2025.,14,0.8651129636963208,TAS_Unknown_Urban_2024_alignment
"Council maintained its membership of the Northern Tasmanian Development Corporation, which is established to provide a regional approach to economic development across Northern Tasmania",8,0.4747137114405632,TAS_Unknown_Urban_2024_alignment
"ANNUAL REPORT FOREWORD Mayor Christina Holmdahl It is with significant pride that I present the West Tamar Council’s Annual Report for the 2023/24 financial year, highlighting our ongoing dedication to delivering quality infrastructure and services, as well as programs for our community Despite ongoing challenges faced by many councils in the Tasmanian local government sector, West Tamar Council has maintained its commitment to improving the quality of life for West Tamar residents while ensuring sustainable growth, financial security and ongoing development across the municipality",11,0.85,TAS_Unknown_Urban_2024_alignment
"Condition was assessed taking into account both physical characteristics as well as holistic factors such as functionality, capability, utilisation and obsolescence",12,0.4917256885766983,TAS_Unknown_Urban_2024_alignment
"BRIDGENORTH ROAD UPGRADE PROJECT ROADS, BRIDGES AND OTHER COMMUNITY INFRASTRUCTURE Bridgenorth Road Upgrade project was funded by West Tamar Council, the State Government through its Safer Rural Road Program ($100,000) and the Federal Government through its Local Roads and Community Infrastructure grant",11,0.85,TAS_Unknown_Urban_2024_alignment
"PLAYGROUND RENEWAL PROGRAM It also developed an all-new playground at Beauty Point as part of the town’s much‑vaunted foreshore development project, which alone was valued at almost quarter of a million dollars",11,0.8490508223474026,TAS_Unknown_Urban_2024_alignment
"Council’s management of the PEC provides a vital community facility that supports local arts, attracts events, and contributes to the regional economy The centre boosts local employment, drives visitor spending, and aligns with Council’s commitment to fostering economic growth and enhancing community infrastructure in the Whitsundays",8,0.7835972785949707,QLD_Unknown_Urban_2025_alignment
"Infrastructure Services To provide well-maintained, safe & efficient transport and stormwater networks, marine infrastructure, engineering services, cemetery and public open space management to meet the community's current and future needs",9,0.984337394952774,QLD_Unknown_Urban_2025_alignment
"Likewise, the External Auditors William Buck, along with the QAO representative on the Committee provided detailed commentaries on progress against the agreed Annual Audit Plan",17,0.6788354615370433,QLD_Unknown_Urban_2025_alignment
(f) Impairment of non-current assets Each non-current physical and intangible asset and group of assets is assessed for indicators of impairment annually,12,0.7261193808913231,QLD_Unknown_Urban_2025_alignment
"Internal controls including risk compliance, Management reports on key compliance areas of Workplace, Health and Safety, Human Resources Management, The Committee last reviewed the Charter at its November 2023 meeting against the Audit Committee Guidelines: Improving Accountability and Performance (Queensland Treasury) and Audit Committees: A guide to Good Practice",17,0.6973610321680705,QLD_Unknown_Urban_2025_alignment
"Waste & Recycling Strategy Director Infrastructure 0% Services NOT PROGRESSING PROGRESSING ON HOLD COMPLETED NOT STARTED Reference Operational Initiative Action Name Authorising Officer Name Status Progress Comments Water & Sewerage Infrastructure Asset Management Priorities Electrical, instrumentation and controllers condition assessment and predictive modelling for capital and maintenance program implemented Director Infrastructure Electrical, Instrumentation and Controllers condition assessment tender awarded and Underway",12,0.9563430908322336,QLD_Unknown_Urban_2025_alignment
"Renwick Road Shared Pathway During 2024/25, the Renwick Road shared path upgrade was completed, delivering more than one kilometre of three-metre-wide pathway between Gardenia Street and Stanbury Street in Proserpine The new path is already being well used and provides a safer, more accessible connection for students, families, and residents travelling through the area",11,0.6429099912047386,QLD_Unknown_Urban_2025_alignment
